CaseID,ActivityString,Duration,TimeSinceLastEvent,Timestamp,PlannedDuration,PlannedTimestamp,InstanceID,EndTimestamp,StartTime,FinishedActivity,PlannedEndTimestamp
3,D,535,535,3987,335,4254,3,9161,3452,D,12902
3,M,3176,3176,7163,3963,8217,3,9161,3987,M,12902
3,N,883,883,8046,90,8307,3,9161,7163,N,12902
3,O,956,956,9002,815,9122,3,9161,8046,O,12902
3,P,159,159,9161,3780,12902,3,9161,9002,P,12902
4,A,1485,1485,1485,1597,1597,4,10509,0,A,13284
4,B,241,241,1726,150,1747,4,10509,1485,B,13284
4,C,612,612,2338,585,2332,4,10509,1726,C,13284
4,B,289,289,2627,340,2672,4,10509,2338,B,13284
4,C,135,135,2762,130,2802,4,10509,2627,C,13284
4,D,1255,1255,4017,4230,7032,4,10509,2762,D,13284
4,M,179,179,4196,152,7184,4,10509,4017,M,13284
4,N,131,131,4327,180,7364,4,10509,4196,N,13284
4,O,167,167,4494,230,7594,4,10509,4327,O,13284
4,N,872,872,5366,810,8404,4,10509,4494,N,13284
4,O,346,346,5712,740,9144,4,10509,5366,O,13284
4,P,4797,4797,10509,4140,13284,4,10509,5712,P,13284
5,AE,59,59,59,59,59,5,26774,0,E,13455
5,AF,98,39,98,181,181,5,26774,0,A,13455
5,BF,259,259,357,240,421,5,26774,98,B,13455
5,CF,223,223,580,215,636,5,26774,357,C,13455
5,DF,115,115,695,4890,5526,5,26774,580,D,13455
5,F,1934,1298,1993,525,584,5,26774,59,F,13455
5,G,2270,2270,4263,3615,4199,5,26774,1993,G,13455
5,H,21025,21025,25288,3960,8159,5,26774,4263,H,13455
5,M,29,29,25317,136,8295,5,26774,25288,M,13455
5,N,308,308,25625,240,8535,5,26774,25317,N,13455
5,O,682,682,26307,960,9495,5,26774,25625,O,13455
5,P,467,467,26774,3960,13455,5,26774,26307,P,13455
6,AEI,33,33,33,252,252,6,4849,0,E,10739
6,AFI,153,120,153,250,250,6,4849,0,I,10739
6,AFJ,212,59,212,1300,1300,6,4849,0,A,10739
6,BFJ,181,122,334,150,400,6,4849,153,J,10739
6,BFK,399,98,432,240,492,6,4849,33,F,10739
6,BGK,181,83,515,525,925,6,4849,334,K,10739
6,BGJ,164,81,596,275,767,6,4849,432,G,10739
6,BHJ,764,683,1279,415,1340,6,4849,515,J,10739
6,BHK,727,44,1323,5070,5837,6,4849,596,H,10739
6,BK,108,64,1387,80,1420,6,4849,1279,K,10739
6,BL,1267,92,1479,240,1540,6,4849,212,B,10739
6,CL,135,135,1614,270,1810,6,4849,1479,C,10739
6,DL,1258,1031,2645,2880,4300,6,4849,1387,L,10739
6,D,2161,1130,3775,5070,6880,6,4849,1614,D,10739
6,M,81,81,3856,329,7209,6,4849,3775,M,10739
6,N,763,763,4619,570,7779,6,4849,3856,N,10739
6,O,79,79,4698,80,7859,6,4849,4619,O,10739
6,P,151,151,4849,2880,10739,6,4849,4698,P,10739
7,AE,87,87,87,139,139,7,2748,0,A,11478
7,BE,110,23,110,303,303,7,2748,0,E,11478
7,BF,232,209,319,240,379,7,2748,87,B,11478
7,CF,154,154,473,255,634,7,2748,319,C,11478
7,BF,371,8,481,240,543,7,2748,110,F,11478
7,BG,143,143,624,215,758,7,2748,481,G,11478
7,BH,563,412,1036,460,1094,7,2748,473,B,11478
7,CH,182,182,1218,215,1309,7,2748,1036,C,11478
7,DH,919,325,1543,4890,5648,7,2748,624,H,11478
7,D,374,49,1592,4890,6199,7,2748,1218,D,11478
7,M,19,19,1611,119,6318,7,2748,1592,M,11478
7,N,298,298,1909,240,6558,7,2748,1611,N,11478
7,O,678,678,2587,960,7518,7,2748,1909,O,11478
7,P,161,161,2748,3960,11478,7,2748,2587,P,11478
8,A,68,68,68,387,387,8,7247,0,A,14750
8,B,514,514,582,240,627,8,7247,68,B,14750
8,C,219,219,801,285,912,8,7247,582,C,14750
8,D,1170,1170,1971,5160,6072,8,7247,801,D,14750
8,M,1074,1074,3045,933,7005,8,7247,1971,M,14750
8,N,677,677,3722,180,7185,8,7247,3045,N,14750
8,O,695,695,4417,885,8070,8,7247,3722,O,14750
8,P,2830,2830,7247,6680,14750,8,7247,4417,P,14750
9,A,6013,6013,6013,6145,6145,9,9365,0,A,14390
9,B,385,385,6398,300,6445,9,9365,6013,B,14390
9,C,635,635,7033,810,7255,9,9365,6398,C,14390
9,D,672,672,7705,1560,8815,9,9365,7033,D,14390
9,M,336,336,8041,495,9310,9,9365,7705,M,14390
9,N,481,481,8522,300,9610,9,9365,8041,N,14390
9,O,625,625,9147,820,10430,9,9365,8522,O,14390
9,P,218,218,9365,3960,14390,9,9365,9147,P,14390
10,AE,96,96,96,748,748,10,3843,0,A,11938
10,BE,154,58,154,231,231,10,3843,0,E,11938
10,BF,187,187,341,150,381,10,3843,154,F,11938
10,BG,758,513,854,150,898,10,3843,96,B,11938
10,CG,643,130,984,620,1001,10,3843,341,G,11938
10,CH,152,22,1006,395,1293,10,3843,854,C,11938
10,DH,193,193,1199,3960,5253,10,3843,1006,D,11938
10,H,282,67,1266,4200,5201,10,3843,984,H,11938
10,M,1088,1088,2354,1580,6833,10,3843,1266,M,11938
10,N,685,685,3039,240,7073,10,3843,2354,N,11938
10,O,581,581,3620,905,7978,10,3843,3039,O,11938
10,P,223,223,3843,3960,11938,10,3843,3620,P,11938
11,A,1157,1157,1157,1415,1415,11,3654,0,A,10940
11,B,346,346,1503,150,1565,11,3654,1157,B,10940
11,C,179,179,1682,280,1845,11,3654,1503,C,10940
11,D,977,977,2659,5160,7005,11,3654,1682,D,10940
11,M,591,591,3250,730,7735,11,3654,2659,M,10940
11,N,257,257,3507,180,7915,11,3654,3250,N,10940
11,O,127,127,3634,145,8060,11,3654,3507,O,10940
11,P,20,20,3654,2880,10940,11,3654,3634,P,10940
12,AEI,112,112,112,898,898,12,2146,0,A,14081
12,BEI,216,104,216,227,227,12,2146,0,I,14081
12,BEJ,310,94,310,974,974,12,2146,0,E,14081
12,BFJ,102,8,318,150,377,12,2146,216,J,14081
12,BFK,187,187,505,455,832,12,2146,318,K,14081
12,BFL,965,572,1077,240,1138,12,2146,112,B,14081
12,CFL,845,78,1155,240,1214,12,2146,310,F,14081
12,CGL,186,108,1263,415,1553,12,2146,1077,C,14081
12,DGL,11,11,1274,6715,8268,12,2146,1263,D,14081
12,GL,157,38,1312,415,1629,12,2146,1155,G,14081
12,HL,47,47,1359,5160,6789,12,2146,1312,H,14081
12,L,869,15,1374,5005,5837,12,2146,505,L,14081
12,M,59,59,1433,238,8506,12,2146,1374,M,14081
12,N,254,254,1687,135,8641,12,2146,1433,N,14081
12,O,319,319,2006,280,8921,12,2146,1687,O,14081
12,P,140,140,2146,5160,14081,12,2146,2006,P,14081
13,AE,733,733,733,1499,1499,13,6843,0,E,14130
13,AF,1059,1059,1792,300,1799,13,6843,733,F,14130
13,AG,759,759,2551,970,2769,13,6843,1792,G,14130
13,AH,3004,453,3004,3140,3140,13,6843,0,A,14130
13,BH,324,324,3328,240,3380,13,6843,3004,B,14130
13,CH,1320,543,3871,3960,6729,13,6843,2551,H,14130
13,C,808,265,4136,995,4375,13,6843,3328,C,14130
13,D,200,200,4336,3960,8335,13,6843,4136,D,14130
13,M,40,40,4376,395,8730,13,6843,4336,M,14130
13,N,475,475,4851,165,8895,13,6843,4376,N,14130
13,O,1058,1058,5909,1275,10170,13,6843,4851,O,14130
13,P,934,934,6843,3960,14130,13,6843,5909,P,14130
14,AEI,136,136,136,142,142,14,6364,0,A,12056
14,BEI,182,182,318,240,382,14,6364,136,B,12056
14,CEI,538,220,538,447,447,14,6364,0,I,12056
14,CEJ,36,36,574,180,627,14,6364,538,J,12056
14,CEK,1093,837,1411,1085,1467,14,6364,318,C,12056
14,DEK,987,150,1561,935,1562,14,6364,574,K,12056
14,DEL,289,139,1700,550,2017,14,6364,1411,D,12056
14,EL,1814,114,1814,2331,2331,14,6364,0,E,12056
14,FL,693,440,2254,385,1947,14,6364,1561,L,12056
14,F,653,213,2467,180,2511,14,6364,1814,F,12056
14,G,917,917,3384,890,3401,14,6364,2467,G,12056
14,H,1528,1528,4912,550,3951,14,6364,3384,H,12056
14,M,133,133,5045,405,4356,14,6364,4912,M,12056
14,N,406,406,5451,180,4536,14,6364,5045,N,12056
14,O,749,749,6200,840,5376,14,6364,5451,O,12056
14,P,164,164,6364,6680,12056,14,6364,6200,P,12056
15,A,413,413,413,1081,1081,15,44718,0,A,57605
15,B,859,859,1272,180,1261,15,44718,413,B,57605
15,C,928,928,2200,1575,2836,15,44718,1272,C,57605
15,B,1531,1531,3731,1014,3850,15,44718,2200,B,57605
15,C,1282,1282,5013,961,4811,15,44718,3731,C,57605
15,D,687,687,5700,9720,14531,15,44718,5013,D,57605
15,M,36949,36949,42649,37994,52525,15,44718,5700,M,57605
15,N,1075,1075,43724,90,52615,15,44718,42649,N,57605
15,O,983,983,44707,1210,53825,15,44718,43724,O,57605
15,P,11,11,44718,3780,57605,15,44718,44707,P,57605
16,AE,254,254,254,778,778,16,8996,0,A,11677
16,BE,792,538,792,1191,1191,16,8996,0,E,11677
16,BF,894,356,1148,420,1198,16,8996,254,B,11677
16,CF,792,436,1584,420,1611,16,8996,792,F,11677
16,CG,1353,1353,2937,1411,3022,16,8996,1584,G,11677
16,CH,2375,586,3523,1410,2608,16,8996,1148,C,11677
16,DH,580,580,4103,320,2928,16,8996,3523,D,11677
16,H,2110,944,5047,604,3626,16,8996,2937,H,11677
16,M,2589,2589,7636,2931,6557,16,8996,5047,M,11677
16,N,532,532,8168,240,6797,16,8996,7636,N,11677
16,O,720,720,8888,920,7717,16,8996,8168,O,11677
16,P,108,108,8996,3960,11677,16,8996,8888,P,11677
17,AE,1315,1315,1315,3366,3366,17,32643,0,E,39262
17,AF,2099,2099,3414,90,3456,17,32643,1315,F,39262
17,AG,840,840,4254,1250,4706,17,32643,3414,G,39262
17,AH,427,427,4681,3780,8486,17,32643,4254,H,39262
17,A,26485,21804,26485,27415,27415,17,32643,0,A,39262
17,B,963,963,27448,90,27505,17,32643,26485,B,39262
17,C,1027,1027,28475,1220,28725,17,32643,27448,C,39262
17,D,5,5,28480,3780,32505,17,32643,28475,D,39262
17,M,390,390,28870,927,33432,17,32643,28480,M,39262
17,N,565,565,29435,90,33522,17,32643,28870,N,39262
17,O,1527,1527,30962,2320,35842,17,32643,29435,O,39262
17,P,1681,1681,32643,3420,39262,17,32643,30962,P,39262
18,A,140,140,140,671,671,18,10405,0,A,15581
18,B,713,713,853,240,911,18,10405,140,B,15581
18,C,381,381,1234,280,1191,18,10405,853,C,15581
18,D,2959,2959,4193,5160,6351,18,10405,1234,D,15581
18,M,1730,1730,5923,3180,9531,18,10405,4193,M,15581
18,N,1590,1590,7513,90,9621,18,10405,5923,N,15581
18,O,733,733,8246,1240,10861,18,10405,7513,O,15581
18,N,409,409,8655,5,10866,18,10405,8246,N,15581
18,O,635,635,9290,935,11801,18,10405,8655,O,15581
18,P,1115,1115,10405,3780,15581,18,10405,9290,P,15581
19,AE,488,488,488,518,518,19,13306,0,E,15254
19,AF,140,140,628,170,688,19,13306,488,F,15254
19,AG,543,543,1171,465,1153,19,13306,628,G,15254
19,AF,1150,1150,2321,1210,2363,19,13306,1171,F,15254
19,AG,808,808,3129,920,3283,19,13306,2321,G,15254
19,AH,1037,1037,4166,1175,4458,19,13306,3129,H,15254
19,A,4568,402,4568,5442,5442,19,13306,0,A,15254
19,B,934,934,5502,120,5562,19,13306,4568,B,15254
19,C,260,260,5762,420,5982,19,13306,5502,C,15254
19,B,655,655,6417,495,6477,19,13306,5762,B,15254
19,C,688,688,7105,810,7287,19,13306,6417,C,15254
19,D,3013,3013,10118,5040,12327,19,13306,7105,D,15254
19,M,1283,1283,11401,1317,13644,19,13306,10118,M,15254
19,N,629,629,12030,360,14004,19,13306,11401,N,15254
19,O,784,784,12814,700,14704,19,13306,12030,O,15254
19,P,492,492,13306,550,15254,19,13306,12814,P,15254
20,AE,53,53,53,302,302,20,9749,0,E,10823
20,AF,167,114,167,327,327,20,9749,0,A,10823
20,BF,268,154,321,90,392,20,9749,53,F,10823
20,BG,278,124,445,90,417,20,9749,167,B,10823
20,CG,562,438,883,1010,1402,20,9749,321,G,10823
20,CH,584,146,1029,1010,1427,20,9749,445,C,10823
20,DH,260,114,1143,3780,5182,20,9749,883,H,10823
20,D,358,244,1387,3780,5207,20,9749,1029,D,10823
20,M,52,52,1439,606,5813,20,9749,1387,M,10823
20,N,763,763,2202,240,6053,20,9749,1439,N,10823
20,O,542,542,2744,810,6863,20,9749,2202,O,10823
20,P,7005,7005,9749,3960,10823,20,9749,2744,P,10823
21,A,116,116,116,249,249,21,4755,0,A,9606
21,B,223,223,339,150,399,21,4755,116,B,9606
21,C,155,155,494,385,784,21,4755,339,C,9606
21,D,3518,3518,4012,3160,3944,21,4755,494,D,9606
21,M,16,16,4028,82,4026,21,4755,4012,M,9606
21,N,138,138,4166,135,4161,21,4755,4028,N,9606
21,O,157,157,4323,285,4446,21,4755,4166,O,9606
21,P,432,432,4755,5160,9606,21,4755,4323,P,9606
22,AEI,34,34,34,47,47,22,7887,0,E,15016
22,AFI,100,100,134,150,197,22,7887,34,F,15016
22,AGI,234,100,234,2127,2127,22,7887,0,A,15016
22,BGI,189,89,323,455,652,22,7887,134,G,15016
22,BHI,410,87,410,1252,1252,22,7887,0,I,15016
22,BHJ,873,786,1196,5005,5657,22,7887,323,H,15016
22,BJ,932,146,1342,150,1402,22,7887,410,J,15016
22,BK,72,72,1414,350,1752,22,7887,1342,K,15016
22,BL,236,236,1650,2880,4632,22,7887,1414,L,15016
22,B,2158,742,2392,300,2427,22,7887,234,B,15016
22,C,783,783,3175,705,3132,22,7887,2392,C,15016
22,D,1459,1459,4634,5400,8532,22,7887,3175,D,15016
22,M,34,34,4668,139,8671,22,7887,4634,M,15016
22,N,292,292,4960,240,8911,22,7887,4668,N,15016
22,O,867,867,5827,945,9856,22,7887,4960,O,15016
22,P,2060,2060,7887,5160,15016,22,7887,5827,P,15016
23,AE,172,172,172,287,287,23,19059,0,A,19966
23,BE,179,179,351,150,437,23,19059,172,B,19966
23,CE,426,75,426,813,813,23,19059,0,E,19966
23,CF,659,659,1085,330,1143,23,19059,426,F,19966
23,CG,828,94,1179,870,1307,23,19059,351,C,19966
23,BG,787,693,1872,5001,6144,23,19059,1085,G,19966
23,BH,983,290,2162,905,2212,23,19059,1179,B,19966
23,CH,834,834,2996,4941,7153,23,19059,2162,C,19966
23,DH,2207,1083,4079,2854,8998,23,19059,1872,H,19966
23,D,3341,2258,6337,2735,9888,23,19059,2996,D,19966
23,M,4312,4312,10649,4583,14471,23,19059,6337,M,19966
23,N,1057,1057,11706,780,15251,23,19059,10649,N,19966
23,O,832,832,12538,1205,16456,23,19059,11706,O,19966
23,N,1623,1623,14161,1360,17816,23,19059,12538,N,19966
23,O,808,808,14969,1075,18891,23,19059,14161,O,19966
23,P,4090,4090,19059,1075,19966,23,19059,14969,P,19966
24,AEI,98,98,98,295,295,24,12356,0,A,17813
24,BEI,389,291,389,921,921,24,12356,0,E,17813
24,BFI,382,91,480,240,535,24,12356,98,B,17813
24,CFI,143,143,623,270,805,24,12356,480,C,17813
24,DFI,657,34,657,3954,3954,24,12356,0,I,17813
24,DFJ,814,546,1203,300,1221,24,12356,389,F,17813
24,DGJ,2015,1435,2638,5070,5875,24,12356,623,D,17813
24,GJ,1544,109,2747,910,2131,24,12356,1203,G,17813
24,FJ,2422,332,3079,210,4164,24,12356,657,J,17813
24,FK,947,947,4026,330,4494,24,12356,3079,K,17813
24,FJ,2210,931,4957,2855,4986,24,12356,2747,F,17813
24,GJ,805,805,5762,960,5946,24,12356,4957,G,17813
24,HJ,1868,132,5894,1460,5954,24,12356,4026,J,17813
24,HK,949,949,6843,810,6764,24,12356,5894,K,17813
24,HL,1629,548,7391,3960,9906,24,12356,5762,H,17813
24,L,1569,1021,8412,3810,10574,24,12356,6843,L,17813
24,M,343,343,8755,989,11563,24,12356,8412,M,17813
24,N,830,830,9585,240,11803,24,12356,8755,N,17813
24,O,134,134,9719,270,12073,24,12356,9585,O,17813
24,N,515,515,10234,380,12453,24,12356,9719,N,17813
24,O,156,156,10390,260,12713,24,12356,10234,O,17813
24,P,1966,1966,12356,5100,17813,24,12356,10390,P,17813
25,AEI,72,72,72,692,692,25,15400,0,A,22232
25,BEI,87,15,87,59,59,25,15400,0,E,22232
25,BFI,171,171,258,240,299,25,15400,87,F,22232
25,BGI,820,562,820,3204,3204,25,15400,0,I,22232
25,BGJ,851,103,923,270,962,25,15400,72,B,22232
25,CGJ,864,199,1122,970,1269,25,15400,258,G,22232
25,CHJ,122,122,1244,3960,5229,25,15400,1122,H,22232
25,CJ,1062,741,1985,930,1892,25,15400,923,C,22232
25,DJ,2586,1421,3406,240,3444,25,15400,820,J,22232
25,DK,705,705,4111,815,4259,25,15400,3406,K,22232
25,DL,213,213,4324,9700,13959,25,15400,4111,L,22232
25,D,3613,1274,5598,435,2327,25,15400,1985,D,22232
25,M,380,380,5978,1233,15192,25,15400,5598,M,22232
25,N,944,944,6922,150,15342,25,15400,5978,N,22232
25,O,821,821,7743,1030,16372,25,15400,6922,O,22232
25,N,1167,1167,8910,925,17297,25,15400,7743,N,22232
25,O,631,631,9541,705,18002,25,15400,8910,O,22232
25,P,5859,5859,15400,4230,22232,25,15400,9541,P,22232
26,A,494,494,494,1211,1211,26,5771,0,A,12996
26,B,772,772,1266,90,1301,26,5771,494,B,12996
26,C,897,897,2163,1250,2551,26,5771,1266,C,12996
26,D,4,4,2167,3780,6331,26,5771,2163,D,12996
26,M,525,525,2692,860,7191,26,5771,2167,M,12996
26,N,368,368,3060,90,7281,26,5771,2692,N,12996
26,O,1424,1424,4484,1935,9216,26,5771,3060,O,12996
26,P,1287,1287,5771,3780,12996,26,5771,4484,P,12996
27,A,51,51,51,115,115,27,2220,0,A,14144
27,B,227,227,278,240,355,27,2220,51,B,14144
27,C,731,731,1009,975,1330,27,2220,278,C,14144
27,D,7,7,1016,6465,7795,27,2220,1009,D,14144
27,M,78,78,1094,814,8609,27,2220,1016,M,14144
27,N,812,812,1906,135,8744,27,2220,1094,N,14144
27,O,290,290,2196,300,9044,27,2220,1906,O,14144
27,P,24,24,2220,5100,14144,27,2220,2196,P,14144
28,AE,48,48,48,123,123,28,10187,0,A,14650
28,BE,534,486,534,1064,1064,28,10187,0,E,14650
28,BF,596,110,644,420,543,28,10187,48,B,14650
28,CF,563,453,1097,90,1154,28,10187,534,F,14650
28,CG,495,495,1592,860,2014,28,10187,1097,G,14650
28,CH,1048,100,1692,1240,1783,28,10187,644,C,14650
28,DH,365,365,2057,360,2143,28,10187,1692,D,14650
28,H,1284,819,2876,3780,5794,28,10187,1592,H,14650
28,M,2591,2591,5467,2741,8535,28,10187,2876,M,14650
28,N,265,265,5732,150,8685,28,10187,5467,N,14650
28,O,761,761,6493,1000,9685,28,10187,5732,O,14650
28,N,862,862,7355,640,10325,28,10187,6493,N,14650
28,O,183,183,7538,95,10420,28,10187,7355,O,14650
28,P,2649,2649,10187,4230,14650,28,10187,7538,P,14650
29,A,9,9,9,342,342,29,7196,0,A,16232
29,B,583,583,592,300,642,29,7196,9,B,16232
29,C,322,322,914,510,1152,29,7196,592,C,16232
29,B,784,784,1698,660,1812,29,7196,914,B,16232
29,C,1805,1805,3503,1155,2967,29,7196,1698,C,16232
29,B,193,193,3696,845,3812,29,7196,3503,B,16232
29,C,939,939,4635,1500,5312,29,7196,3696,C,16232
29,D,444,444,5079,3960,9272,29,7196,4635,D,16232
29,M,36,36,5115,1045,10317,29,7196,5079,M,16232
29,N,1195,1195,6310,240,10557,29,7196,5115,N,16232
29,O,884,884,7194,995,11552,29,7196,6310,O,16232
29,P,2,2,7196,4680,16232,29,7196,7194,P,16232
30,AEI,24,24,24,56,56,30,25406,0,E,28141
30,AFI,241,241,265,240,296,30,25406,24,F,28141
30,AGI,516,516,781,785,1081,30,25406,265,G,28141
30,AHI,892,111,892,1024,1024,30,25406,0,A,28141
30,BHI,159,48,940,3960,5041,30,25406,781,H,28141
30,BI,559,511,1451,420,1444,30,25406,892,B,28141
30,CI,726,726,2177,845,2289,30,25406,1451,C,28141
30,DI,2341,2341,4518,3960,6249,30,25406,2177,D,28141
30,I,15981,11463,15981,16266,16266,30,25406,0,I,28141
30,J,512,512,16493,240,16506,30,25406,15981,J,28141
30,K,521,521,17014,780,17286,30,25406,16493,K,28141
30,L,3513,3513,20527,3960,21246,30,25406,17014,L,28141
30,M,1244,1244,21771,1545,22791,30,25406,20527,M,28141
30,N,411,411,22182,150,22941,30,25406,21771,N,28141
30,O,606,606,22788,725,23666,30,25406,22182,O,28141
30,N,192,192,22980,95,23761,30,25406,22788,N,28141
30,O,242,242,23222,210,23971,30,25406,22980,O,28141
30,P,2184,2184,25406,4170,28141,30,25406,23222,P,28141
31,AE,10,10,10,139,139,31,36113,0,A,14485
31,BE,87,77,87,216,216,31,36113,0,E,14485
31,BF,305,228,315,240,379,31,36113,10,B,14485
31,CF,310,82,397,240,456,31,36113,87,F,14485
31,CG,818,736,1133,975,1354,31,36113,315,C,14485
31,DG,741,5,1138,985,1441,31,36113,397,G,14485
31,DH,7,7,1145,6465,7906,31,36113,1138,H,14485
31,D,786,774,1919,5040,6394,31,36113,1133,D,14485
31,M,31,31,1950,114,8020,31,36113,1919,M,14485
31,N,260,260,2210,240,8260,31,36113,1950,N,14485
31,O,342,342,2552,465,8725,31,36113,2210,O,14485
31,P,33561,33561,36113,5760,14485,31,36113,2552,P,14485
32,AE,283,283,283,509,509,32,28536,0,A,34159
32,BE,429,429,712,240,749,32,28536,283,B,34159
32,CE,369,369,1081,1305,2054,32,28536,712,C,34159
32,DE,588,588,1669,9040,11094,32,28536,1081,D,34159
32,E,1674,5,1674,1768,1768,32,28536,0,E,34159
32,F,209,209,1883,150,1918,32,28536,1674,F,34159
32,G,634,634,2517,585,2503,32,28536,1883,G,34159
32,F,1538,1538,4055,1530,4033,32,28536,2517,F,34159
32,G,1248,1248,5303,570,4603,32,28536,4055,G,34159
32,H,73,73,5376,4230,8833,32,28536,5303,H,34159
32,M,16424,16424,21800,16955,28049,32,28536,5376,M,34159
32,N,556,556,22356,90,28139,32,28536,21800,N,34159
32,O,605,605,22961,820,28959,32,28536,22356,O,34159
32,N,958,958,23919,725,29684,32,28536,22961,N,34159
32,O,229,229,24148,695,30379,32,28536,23919,O,34159
32,P,4388,4388,28536,3780,34159,32,28536,24148,P,34159
33,AEI,83,83,83,141,141,33,10351,0,I,15095
33,AEJ,93,10,93,136,136,33,10351,0,A,15095
33,BEJ,166,166,259,135,271,33,10351,93,B,15095
33,BEJ,176,0,259,150,291,33,10351,83,J,15095
33,CEK,122,122,381,110,401,33,10351,259,K,15095
33,CEL,201,79,460,295,566,33,10351,259,C,15095
33,DEL,151,72,532,4230,4631,33,10351,381,L,15095
33,DE,111,39,571,5160,5726,33,10351,460,D,15095
33,E,950,379,950,1082,1082,33,10351,0,E,15095
33,F,321,321,1271,240,1322,33,10351,950,F,15095
33,G,758,758,2029,915,2237,33,10351,1271,G,15095
33,F,399,399,2428,165,2402,33,10351,2029,F,15095
33,G,1276,1276,3704,1260,3662,33,10351,2428,G,15095
33,H,341,341,4045,3960,7622,33,10351,3704,H,15095
33,M,256,256,4301,1438,9060,33,10351,4045,M,15095
33,N,1209,1209,5510,90,9150,33,10351,4301,N,15095
33,O,911,911,6421,1240,10390,33,10351,5510,O,15095
33,N,461,461,6882,125,10515,33,10351,6421,N,15095
33,O,399,399,7281,800,11315,33,10351,6882,O,15095
33,P,3070,3070,10351,3780,15095,33,10351,7281,P,15095
34,A,3529,3529,3529,3858,3858,34,14463,0,A,19413
34,B,702,702,4231,90,3948,34,14463,3529,B,19413
34,C,524,524,4755,815,4763,34,14463,4231,C,19413
34,B,3647,3647,8402,3695,8458,34,14463,4755,B,19413
34,C,1346,1346,9748,1840,10298,34,14463,8402,C,19413
34,D,1121,1121,10869,3780,14078,34,14463,9748,D,19413
34,M,355,355,11224,1290,15368,34,14463,10869,M,19413
34,N,1310,1310,12534,300,15668,34,14463,11224,N,19413
34,O,672,672,13206,805,16473,34,14463,12534,O,19413
34,P,1257,1257,14463,2940,19413,34,14463,13206,P,19413
35,AE,190,190,190,241,241,35,11681,0,A,18223
35,BE,135,135,325,135,376,35,11681,190,B,18223
35,CE,405,80,405,1220,1220,35,11681,0,E,18223
35,CF,166,86,491,285,661,35,11681,325,C,18223
35,DF,337,337,828,5160,5821,35,11681,491,D,18223
35,F,941,518,1346,155,1375,35,11681,405,F,18223
35,G,276,276,1622,250,1625,35,11681,1346,G,18223
35,H,591,591,2213,2880,4505,35,11681,1622,H,18223
35,M,6225,6225,8438,7282,13103,35,11681,2213,M,18223
35,N,1083,1083,9521,90,13193,35,11681,8438,N,18223
35,O,850,850,10371,1250,14443,35,11681,9521,O,18223
35,P,1310,1310,11681,3780,18223,35,11681,10371,P,18223
36,A,5505,5505,5505,5877,5877,36,9762,0,A,17357
36,B,584,584,6089,240,6117,36,9762,5505,B,17357
36,C,157,157,6246,920,7037,36,9762,6089,C,17357
36,D,859,859,7105,3960,10997,36,9762,6246,D,17357
